ID_Transaccion;Fecha;Tipo_Movimiento;ID_Producto;Nombre_Producto;Cantidad;Costo_Unitario;Precio_Venta_Unitario;Origen;Proveedor_Cliente
1589;2022-08-22;Venta;PROD-005;Procesador Gamma;-46;0.0;218.16;Venta;EducaTech
1590;2022-08-22;Venta;PROD-006;SSD 512GB;-29;0.0;80.24;Venta;EducaTech
1591;2022-08-22;Venta;PROD-006;SSD 512GB;-44;0.0;79.34;Venta;EducaTech
1592;2022-08-22;Venta;PROD-007;SSD 1TB;-23;0.0;129.6;Venta;EducaTech
1593;2022-08-22;Venta;PROD-003;Tarjeta Gráfica Eco;-20;0.0;161.26;Venta;CorpTech Solutions
1594;2022-08-22;Compra;PROD-006;SSD 512GB;232;35.16;0.0;Compra;TechSupplies Inc.
1595;2022-08-23;Venta;PROD-005;Procesador Gamma;-30;0.0;220.8;Venta;PC Gamers World
1596;2022-08-23;Venta;PROD-002;Portátil Z1 Pro;-18;0.0;898.44;Venta;EducaTech
1597;2022-08-23;Venta;PROD-007;SSD 1TB;-16;0.0;130.56;Venta;Venta Directa Online
1598;2022-08-23;Venta;PROD-008;Batería Larga Duración;-28;0.0;95.91;Venta;EducaTech
1599;2022-08-23;Venta;PROD-001;Portátil Z1;-25;0.0;496.31;Venta;Venta Directa Online
1600;2022-08-23;Venta;PROD-006;SSD 512GB;-16;0.0;80.21;Venta;Global Office
1601;2022-08-23;Compra;PROD-007;SSD 1TB;289;64.4;0.0;Compra;Componentes Globales
1602;2022-08-24;Venta;PROD-002;Portátil Z1 Pro;-47;0.0;901.21;Venta;EducaTech
1603;2022-08-24;Venta;PROD-001;Portátil Z1;-5;0.0;500.24;Venta;Global Office
1604;2022-08-24;Compra;PROD-003;Tarjeta Gráfica Eco;60;85.16;0.0;Compra;Componentes Globales
1605;2022-08-24;Venta;PROD-008;Batería Larga Duración;-13;0.0;95.85;Venta;Venta Directa Online
1606;2022-08-24;Venta;PROD-005;Procesador Gamma;-18;0.0;221.14;Venta;EducaTech
1607;2022-08-24;Venta;PROD-004;Tarjeta Gráfica Pro;-48;0.0;349.77;Venta;Venta Directa Online
1608;2022-08-25;Venta;PROD-003;Tarjeta Gráfica Eco;-24;0.0;160.73;Venta;CorpTech Solutions
1609;2022-08-25;Venta;PROD-005;Procesador Gamma;-16;0.0;221.97;Venta;Global Office
1610;2022-08-25;Venta;PROD-009;Monitor Curvo 27'';-45;0.0;296.41;Venta;Global Office
1611;2022-08-25;Venta;PROD-007;SSD 1TB;-50;0.0;131.14;Venta;Venta Directa Online
1612;2022-08-25;Venta;PROD-002;Portátil Z1 Pro;-24;0.0;893.47;Venta;CorpTech Solutions
1613;2022-08-25;Venta;PROD-008;Batería Larga Duración;-40;0.0;95.75;Venta;EducaTech
1614;2022-08-25;Compra;PROD-006;SSD 512GB;294;36.46;0.0;Compra;VisionParts
1615;2022-08-26;Venta;PROD-008;Batería Larga Duración;-47;0.0;94.9;Venta;Global Office
1616;2022-08-26;Venta;PROD-006;SSD 512GB;-7;0.0;79.86;Venta;EducaTech
1617;2022-08-26;Produccion;PROD-001;Portátil Z1;41;248.95;0.0;Fabricacion;N/A
1618;2022-08-26;Venta;PROD-006;SSD 512GB;-25;0.0;79.67;Venta;Global Office
1619;2022-08-26;Venta;PROD-003;Tarjeta Gráfica Eco;-32;0.0;158.92;Venta;Venta Directa Online
1620;2022-08-26;Venta;PROD-001;Portátil Z1;-24;0.0;495.9;Venta;Venta Directa Online
1621;2022-08-26;Venta;PROD-008;Batería Larga Duración;-13;0.0;94.71;Venta;CorpTech Solutions
1622;2022-08-27;Compra;PROD-005;Procesador Gamma;59;118.94;0.0;Compra;PowerCell Co.
1623;2022-08-27;Venta;PROD-008;Batería Larga Duración;-27;0.0;94.75;Venta;Global Office
1624;2022-08-27;Venta;PROD-006;SSD 512GB;-8;0.0;80.47;Venta;PC Gamers World
1625;2022-08-27;Compra;PROD-003;Tarjeta Gráfica Eco;67;84.32;0.0;Compra;TechSupplies Inc.
1626;2022-08-27;Compra;PROD-003;Tarjeta Gráfica Eco;88;85.82;0.0;Compra;Componentes Globales
1627;2022-08-27;Produccion;PROD-001;Portátil Z1;22;249.68;0.0;Fabricacion;N/A
1628;2022-08-27;Compra;PROD-010;Webcam HD Pro;158;25.4;0.0;Compra;TechSupplies Inc.
1629;2022-08-28;Compra;PROD-008;Batería Larga Duración;176;45.13;0.0;Compra;VisionParts
1630;2022-08-28;Venta;PROD-001;Portátil Z1;-14;0.0;498.83;Venta;EducaTech
1631;2022-08-28;Venta;PROD-009;Monitor Curvo 27'';-22;0.0;300.8;Venta;Global Office
1632;2022-08-28;Venta;PROD-010;Webcam HD Pro;-33;0.0;60.33;Venta;Venta Directa Online
1633;2022-08-28;Venta;PROD-001;Portátil Z1;-42;0.0;496.24;Venta;Venta Directa Online
1634;2022-08-28;Venta;PROD-005;Procesador Gamma;-25;0.0;218.41;Venta;PC Gamers World
1635;2022-08-28;Venta;PROD-004;Tarjeta Gráfica Pro;-12;0.0;348.62;Venta;CorpTech Solutions
1636;2022-08-29;Venta;PROD-007;SSD 1TB;-15;0.0;131.12;Venta;CorpTech Solutions
1637;2022-08-29;Venta;PROD-007;SSD 1TB;-34;0.0;131.05;Venta;Venta Directa Online
1638;2022-08-29;Venta;PROD-007;SSD 1TB;-18;0.0;130.47;Venta;Venta Directa Online
1639;2022-08-29;Venta;PROD-007;SSD 1TB;-22;0.0;130.56;Venta;Venta Directa Online
1640;2022-08-29;Compra;PROD-003;Tarjeta Gráfica Eco;75;84.28;0.0;Compra;TechSupplies Inc.
1641;2022-08-29;Venta;PROD-007;SSD 1TB;-42;0.0;130.07;Venta;Venta Directa Online
1642;2022-08-29;Compra;PROD-005;Procesador Gamma;298;119.5;0.0;Compra;VisionParts
1643;2022-08-30;Venta;PROD-004;Tarjeta Gráfica Pro;-21;0.0;348.85;Venta;Venta Directa Online
1644;2022-08-30;Venta;PROD-004;Tarjeta Gráfica Pro;-48;0.0;349.15;Venta;Global Office
1645;2022-08-30;Compra;PROD-005;Procesador Gamma;73;120.77;0.0;Compra;TechSupplies Inc.
1646;2022-08-30;Venta;PROD-003;Tarjeta Gráfica Eco;-13;0.0;159.22;Venta;CorpTech Solutions
1647;2022-08-30;Produccion;PROD-009;Monitor Curvo 27'';44;150.73;0.0;Fabricacion;N/A
1648;2022-08-30;Venta;PROD-004;Tarjeta Gráfica Pro;-30;0.0;352.91;Venta;CorpTech Solutions
1649;2022-08-31;Compra;PROD-008;Batería Larga Duración;235;45.27;0.0;Compra;Componentes Globales
1650;2022-08-31;Venta;PROD-005;Procesador Gama;-28;0.0;219.17;Venta;Venta Directa Online
1651;2022-08-31;Venta;PROD-002;Portátil Z1 Pro;-32;0.0;899.28;Venta;Venta Directa Online
1652;2022-08-31;Venta;PROD-008;Batería Larga Duración;-30;0.0;95.82;Venta;EducaTech
1653;2022-08-31;Produccion;PROD-001;Portátil Z1;33;255.52;0.0;Fabricacion;N/A
1654;2022-08-31;Venta;PROD-009;Monitor Curvo 27'';-30;0.0;296.6;Venta;Global Office
1655;2022-08-31;Venta;PROD-007;SSD 1TB;-34;0.0;131.25;Venta;CorpTech Solutions
1656;2022-09-01;Produccion;PROD-002;Portátil Z1 Pro;91;453.12;0.0;Fabricacion;N/A
1657;2022-09-01;Venta;PROD-004;Tarjeta Gráfica Pro;-24;0.0;352.48;Venta;Venta Directa Online
1658;2022-09-01;Produccion;PROD-009;Monitor Curvo 27'';45;148.6;0.0;Fabricacion;N/A
1659;2022-09-01;Venta;PROD-004;Tarjeta Gráfica Pro;-22;0.0;346.89;Venta;Global Office
1660;2022-09-01;Compra;PROD-010;Webcam HD Pro;106;25.08;0.0;Compra;VisionParts
1661;2022-09-01;Venta;PROD-004;Tarjeta Gráfica Pro;-30;0.0;348.54;Venta;PC Gamers World
1662;2022-09-01;Venta;PROD-010;Webcam HD Pro;-11;0.0;60.46;Venta;Venta Directa Online
1663;2022-09-02;Venta;PROD-004;Tarjeta Gráfica Pro;-12;0.0;352.09;Venta;CorpTech Solutions
1664;2022-09-02;Venta;PROD-004;Tarjeta Gráfica Pro;-11;0.0;350.71;Venta;CorpTech Solutions
1665;2022-09-02;Venta;PROD-006;SSD 512GB;-26;0.0;80.78;Venta;CorpTech Solutions
1666;2022-09-02;Venta;PROD-001;Portátil Z1;-20;0.0;497.26;Venta;CorpTech Solutions
1667;2022-09-02;Venta;PROD-004;Tarjeta Gráfica Pro;-8;0.0;350.42;Venta;Venta Directa Online
1668;2022-09-02;Venta;PROD-002;Portátil Z1 Pro;-46;0.0;902.41;Venta;CorpTech Solutions
1669;2022-09-02;Produccion;PROD-002;Portátil Z1 Pro;86;444.73;0.0;Fabricacion;N/A
1670;2022-09-03;Venta;PROD-001;Portátil Z1;-50;0.0;504.14;Venta;Venta Directa Online
1671;2022-09-03;Venta;PROD-001;Portátil Z1;-15;0.0;496.36;Venta;EducaTech
1672;2022-09-03;Venta;PROD-005;Procesador Gama;-8;0.0;219.91;Venta;PC Gamers World
1673;2022-09-03;Venta;PROD-009;Monitor Curvo 27'';-6;0.0;298.85;Venta;PC Gamers World
1674;2022-09-03;Compra;PROD-010;Webcam HD Pro;104;25.15;0.0;Compra;VisionParts
1675;2022-09-03;Venta;PROD-001;Portátil Z1;-23;0.0;503.55;Venta;Global Office
1676;2022-09-03;Compra;PROD-004;Tarjeta Gráfica Pro;254;NO DISPONIBLE;0.0;Compra;TechSupplies Inc.
1677;2022-09-04;Venta;PROD-001;Portátil Z1;-13;0.0;501.15;Venta;CorpTech Solutions
1678;2022-09-04;Venta;PROD-007;SSD 1TB;-47;0.0;129.89;Venta;CorpTech Solutions
1679;2022-09-04;Compra;PROD-003;Tarjeta Gráfica Eco;238;84.96;0.0;Compra;Componentes Globales
1680;2022-09-04;Venta;PROD-007;SSD 1TB;-48;0.0;129.12;Venta;EducaTech
1681;2022-09-04;Venta;PROD-007;SSD 1TB;-16;0.0;131.27;Venta;EducaTech
1682;2022-09-04;Venta;PROD-006;SSD 512GB;-10;0.0;79.34;Venta;Venta Directa Online
1683;2022-09-05;Venta;PROD-009;Monitor Curvo 27'';-37;0.0;300.37;Venta;EducaTech
1684;2022-09-05;Produccion;PROD-001;Portátil Z1;52;252.41;0.0;Fabricacion;N/A
1685;2022-09-05;Produccion;PROD-009;Monitor Curvo 27'';83;150.31;0.0;Fabricacion;N/A
1686;2022-09-05;Venta;PROD-010;Webcam HD Pro;-26;0.0;59.55;Venta;Global Office
1687;2022-09-05;Venta;PROD-005;Procesador Gamma;-49;0.0;219.67;Venta;Venta Directa Online
1688;2022-09-05;Venta;PROD-003;Tarjeta Gráfica Eco;-12;0.0;161.36;Venta;PC Gamers World
1689;2022-09-05;Venta;PROD-002;Portátil Z1 Pro;-13;0.0;901.3;Venta;PC Gamers World
1690;2022-09-06;Venta;PROD-006;SSD 512GB;-21;0.0;79.27;Venta;Venta Directa Online
1691;2022-09-06;Produccion;PROD-001;Portátil Z1;73;250.45;0.0;Fabricacion;N/A
1692;2022-09-06;Produccion;PROD-002;Portátil Z1 Pro;75;444.45;0.0;Fabricacion;N/A
1693;2022-09-06;Venta;PROD-002;Portátil Z1 Pro;-45;0.0;904.95;Venta;EducaTech
1694;2022-09-06;Venta;PROD-008;Batería Larga Duración;-36;0.0;95.66;Venta;EducaTech
1695;2022-09-06;Venta;PROD-001;Portátil Z1;-37;0.0;500.78;Venta;Global Office
1696;2022-09-06;Venta;PROD-002;Portátil Z1 Pro;-14;0.0;896.11;Venta;CorpTech Solutions
1697;2022-09-07;Compra;PROD-004;Tarjeta Gráfica Pro;205;177.81;0.0;Compra;VisionParts
1698;2022-09-07;Venta;PROD-006;SSD 512GB;-13;0.0;80.05;Venta;Global Office
1699;2022-09-07;Venta;PROD-006;SSD 512GB;-12;0.0;80.0;Venta;PC Gamers World
1700;2022-09-07;Venta;PROD-001;Portátil Z1;-13;0.0;495.55;Venta;PC Gamers World
1701;2022-09-07;Venta;PROD-006;SSD 512GB;-43;0.0;80.7;Venta;Venta Directa Online
1702;2022-09-07;Compra;PROD-005;Procesador Gama;52;119.78;0.0;Compra;TechSupplies Inc.
1703;2022-09-07;Venta;PROD-002;Portátil Z1 Pro;-20;0.0;903.38;Venta;CorpTech Solutions
1704;2022-09-08;Venta;PROD-006;SSD 512GB;-47;0.0;80.15;Venta;CorpTech Solutions
1705;2022-09-08;Venta;PROD-004;Tarjeta Gráfica Pro;-12;0.0;347.07;Venta;EducaTech
1706;2022-09-08;Compra;PROD-008;Batería Larga Duración;248;44.47;0.0;Compra;VisionParts
1707;2022-09-08;Compra;PROD-003;Tarjeta Gráfica Eco;74;85.88;0.0;Compra;VisionParts
1708;2022-09-08;Venta;PROD-001;Portátil Z1;-12;0.0;497.98;Venta;Global Office
1709;2022-09-08;Venta;PROD-004;Tarjeta Gráfica Pro;-37;0.0;347.21;Venta;CorpTech Solutions
1710;2022-09-08;Produccion;PROD-001;Portátil Z1;32;255.55;0.0;Fabricacion;N/A
1711;2022-09-09;Compra;PROD-008;Batería Larga Duración;118;44.46;0.0;Compra;Componentes Globales
1712;2022-09-09;Compra;PROD-010;Webcam HD Pro;208;24.92;0.0;Compra;Componentes Globales
1713;2022-09-09;Venta;PROD-002;Portátil Z1 Pro;-21;0.0;907.67;Venta;PC Gamers World
1714;2022-09-09;Venta;PROD-004;Tarjeta Gráfica Pro;-48;0.0;350.71;Venta;Global Office
1715;2022-09-09;Venta;PROD-004;Tarjeta Gráfica Pro;-28;0.0;349.98;Venta;Global Office
1716;2022-09-09;Venta;PROD-008;Batería Larga Duración;-7;0.0;94.87;Venta;Venta Directa Online
1717;2022-09-10;Venta;PROD-005;Procesador Gama;-23;0.0;220.03;Venta;Venta Directa Online
1718;2022-09-10;Venta;PROD-006;SSD 512GB;-48;0.0;80.61;Venta;Global Office
1719;2022-09-10;Venta;PROD-007;SSD 1TB;-21;0.0;129.52;Venta;EducaTech
1720;2022-09-10;Venta;PROD-005;Procesador Gamma;-32;0.0;218.68;Venta;CorpTech Solutions
1721;2022-09-10;Compra;PROD-006;SSD 512GB;218;35.62;0.0;Compra;TechSupplies Inc.
1722;2022-09-10;Venta;PROD-005;Procesador Gamma;-11;0.0;219.72;Venta;CorpTech Solutions
1723;2022-09-10;Venta;PROD-002;Portátil Z1 Pro;-44;0.0;893.58;Venta;EducaTech
1724;2022-09-11;Venta;PROD-008;Batería Larga Duración;-16;0.0;94.09;Venta;Global Office
1725;2022-09-11;Produccion;PROD-009;Monitor Curvo 27'';61;149.54;0.0;Fabricacion;N/A
1726;2022-09-11;Venta;PROD-010;Webcam HD Pro;-16;0.0;59.89;Venta;EducaTech
1727;2022-09-11;Compra;PROD-004;Tarjeta Gráfica Pro;57;182.9;0.0;Compra;PowerCell Co.
1728;2022-09-11;Venta;PROD-002;Portátil Z1 Pro;-21;0.0;892.91;Venta;Global Office
1729;2022-09-11;Venta;PROD-002;Portátil Z1 Pro;-39;0.0;908.23;Venta;EducaTech
1730;2022-09-11;Venta;PROD-008;Batería Larga Duración;-23;0.0;95.02;Venta;Venta Directa Online
1731;2022-09-12;Compra;PROD-003;Tarjeta Gráfica Eco;109;83.9;0.0;Compra;VisionParts
1732;2022-09-12;Produccion;PROD-002;Portátil Z1 Pro;70;457.33;0.0;Fabricacion;N/A
1733;2022-09-12;Compra;PROD-003;Tarjeta Gráfica Eco;179;84.42;0.0;Compra;TechSupplies Inc.
1734;2022-09-12;Venta;PROD-010;Webcam HD Pro;-10;0.0;60.17;Venta;EducaTech
1735;2022-09-12;Compra;PROD-003;Tarjeta Gráfica Eco;181;86.13;0.0;Compra;PowerCell Co.
1736;2022-09-12;Produccion;PROD-009;Monitor Curvo 27'';75;150.77;0.0;Fabricacion;N/A
1737;2022-09-12;Venta;PROD-004;Tarjeta Gráfica Pro;-47;0.0;347.89;Venta;EducaTech
1738;2022-09-13;Produccion;PROD-009;Monitor Curvo 27'';66;152.22;0.0;Fabricacion;N/A
1739;2022-09-13;Compra;PROD-006;SSD 512GB;282;35.29;0.0;Compra;Componentes Globales
1740;2022-09-13;Venta;PROD-002;Portátil Z1 Pro;-45;0.0;907.6;Venta;PC Gamers World
1741;2022-09-13;Venta;PROD-009;Monitor Curvo 27'';-10;0.0;297.61;Venta;Global Office
1742;2022-09-13;Venta;PROD-004;Tarjeta Gráfica Pro;-42;0.0;351.03;Venta;Global Office
1743;2022-09-13;Compra;PROD-007;SSD 1TB;282;65.91;0.0;Compra;VisionParts
1744;2022-09-13;Compra;PROD-004;Tarjeta Gráfica Pro;165;183.79;0.0;Compra;Componentes Globales
1745;2022-09-14;Produccion;PROD-002;Portátil Z1 Pro;88;455.51;0.0;Fabricacion;N/A
1746;2022-09-14;Venta;PROD-002;Portátil Z1 Pro;-7;0.0;900.57;Venta;EducaTech
1747;2022-09-14;Venta;PROD-002;Portátil Z1 Pro;-24;0.0;900.19;Venta;PC Gamers World
1748;2022-09-14;Produccion;PROD-002;Portátil Z1 Pro;59;459.32;0.0;Fabricacion;N/A
1749;2022-09-14;Compra;PROD-008;Batería Larga Duración;86;45.35;0.0;Compra;TechSupplies Inc.
1750;2022-09-14;Venta;PROD-002;Portátil Z1 Pro;-45;0.0;902.08;Venta;PC Gamers World
1751;2022-09-15;Compra;PROD-007;SSD 1TB;276;64.57;0.0;Compra;Componentes Globales
1752;2022-09-15;Venta;PROD-008;Batería Larga Duración;-16;0.0;94.85;Venta;Venta Directa Online
1753;2022-09-15;Venta;PROD-002;Portátil Z1 Pro;-23;0.0;893.34;Venta;Global Office
1754;2022-09-15;Venta;PROD-004;Tarjeta Gráfica Pro;-40;0.0;350.05;Venta;EducaTech
1755;2022-09-15;Produccion;PROD-002;Portátil Z1 Pro;57;455.24;0.0;Fabricacion;N/A
1756;2022-09-15;Compra;PROD-007;SSD 1TB;159;66.03;0.0;Compra;VisionParts
1757;2022-09-15;Compra;PROD-007;SSD 1TB;183;66.35;0.0;Compra;VisionParts
1758;2022-09-16;Compra;PROD-010;Webcam HD Pro;262;24.71;0.0;Compra;PowerCell Co.
1759;2022-09-16;Produccion;PROD-001;Portátil Z1;23;249.7;0.0;Fabricacion;N/A
1760;2022-09-16;Venta;PROD-002;Portátil Z1 Pro;-20;0.0;902.58;Venta;CorpTech Solutions
1761;2022-09-16;Venta;PROD-005;Procesador Gama;-13;0.0;218.8;Venta;EducaTech
1762;2022-09-16;Produccion;PROD-001;Portátil Z1;55;247.8;0.0;Fabricacion;N/A
1763;2022-09-16;Compra;PROD-007;SSD 1TB;281;65.14;0.0;Compra;TechSupplies Inc.
1764;2022-09-16;Compra;PROD-005;Procesador Gamma;172;118.1;0.0;Compra;Componentes Globales
1765;2022-09-17;Venta;PROD-006;SSD 512GB;-49;0.0;79.56;Venta;Venta Directa Online
1766;2022-09-17;Venta;PROD-006;SSD 512GB;-38;0.0;80.7;Venta;Global Office
1767;2022-09-17;Compra;PROD-004;Tarjeta Gráfica Pro;174;178.33;0.0;Compra;TechSupplies Inc.
1768;2022-09-17;Venta;PROD-004;Tarjeta Gráfica Pro;-19;0.0;346.73;Venta;CorpTech Solutions
1769;2022-09-17;Produccion;PROD-001;Portátil Z1;33;248.04;0.0;Fabricacion;N/A
1770;2022-09-17;Venta;PROD-001;Portátil Z1;-16;0.0;502.53;Venta;PC Gamers World
1771;2022-09-17;Compra;PROD-008;Batería Larga Duración;197;45.34;0.0;Compra;Componentes Globales
1772;2022-09-18;Venta;PROD-008;Batería Larga Duración;-42;0.0;95.13;Venta;Global Office
1773;2022-09-18;Venta;PROD-010;Webcam HD Pro;-40;0.0;60.25;Venta;PC Gamers World
1774;2022-09-18;Venta;PROD-008;Batería Larga Duración;-37;0.0;94.66;Venta;CorpTech Solutions
1775;2022-09-18;Compra;PROD-007;SSD 1TB;101;66.03;0.0;Compra;TechSupplies Inc.
1776;2022-09-18;Venta;PROD-001;Portátil Z1;-35;0.0;502.57;Venta;Venta Directa Online
1777;2022-09-18;Venta;PROD-003;Tarjeta Gráfica Eco;-17;0.0;160.07;Venta;Global Office
1778;2022-09-18;Venta;PROD-007;SSD 1TB;-35;0.0;130.86;Venta;CorpTech Solutions
1779;2022-09-19;Venta;PROD-002;Portátil Z1 Pro;-48;0.0;903.46;Venta;Global Office
1780;2022-09-19;Compra;PROD-010;Webcam HD Pro;163;25.02;0.0;Compra;PowerCell Co.
1781;2022-09-19;Venta;PROD-003;Tarjeta Gráfica Eco;-47;0.0;160.71;Venta;Global Office
1782;2022-09-19;Compra;PROD-004;Tarjeta Gráfica Pro;274;177.94;0.0;Compra;VisionParts
1783;2022-09-19;Compra;PROD-010;Webcam HD Pro;266;24.86;0.0;Compra;TechSupplies Inc.
1784;2022-09-19;Venta;PROD-009;Monitor Curvo 27'';-47;0.0;299.34;Venta;PC Gamers World
1785;2022-09-19;Venta;PROD-001;Portátil Z1;-39;0.0;498.4;Venta;CorpTech Solutions
1786;2022-09-20;Venta;PROD-010;Webcam HD Pro;-31;0.0;59.78;Venta;PC Gamers World
1787;2022-09-20;Venta;PROD-009;Monitor Curvo 27'';-22;0.0;299.1;Venta;Global Office
1788;2022-09-20;Venta;PROD-009;Monitor Curvo 27'';-6;0.0;300.24;Venta;Global Office
1789;2022-09-20;Produccion;PROD-009;Monitor Curvo 27'';96;149.17;0.0;Fabricacion;N/A
1790;2022-09-20;Produccion;PROD-002;Portátil Z1 Pro;89;443.42;0.0;Fabricacion;N/A
1791;2022-09-20;Venta;PROD-010;Webcam HD Pro;-24;0.0;60.42;Venta;Global Office
1792;2022-09-21;Compra;PROD-008;Batería Larga Duración;117;44.33;0.0;Compra;Componentes Globales
1793;2022-09-21;Compra;PROD-003;Tarjeta Gráfica Eco;214;84.91;0.0;Compra;TechSupplies Inc.
1794;2022-09-21;Venta;PROD-003;Tarjeta Gráfica Eco;-17;0.0;160.37;Venta;PC Gamers World
1795;2022-09-21;Compra;PROD-008;Batería Larga Duración;108;44.96;0.0;Compra;PowerCell Co.
1796;2022-09-21;Compra;PROD-006;SSD 512GB;76;35.29;0.0;Compra;VisionParts
1797;2022-09-21;Venta;PROD-009;Monitor Curvo 27'';-16;0.0;298.71;Venta;Global Office
1798;2022-09-21;Compra;PROD-005;Procesador Gamma;55;122.07;0.0;Compra;TechSupplies Inc.
1799;2022-09-22;Venta;PROD-001;Portátil Z1;-36;0.0;503.7;Venta;Global Office
1800;2022-09-22;Venta;PROD-010;Webcam HD Pro;-46;0.0;60.08;Venta;Global Office
1801;2022-09-22;Compra;PROD-004;Tarjeta Gráfica Pro;240;183.63;0.0;Compra;Componentes Globales
1802;2022-09-22;Venta;PROD-007;SSD 1TB;-41;0.0;130.24;Venta;PC Gamers World
1803;2022-09-22;Produccion;PROD-002;Portátil Z1 Pro;86;446.0;0.0;Fabricacion;N/A
1804;2022-09-22;Venta;PROD-001;Portátil Z1;-29;0.0;502.53;Venta;PC Gamers World
1805;2022-09-22;Produccion;PROD-002;Portátil Z1 Pro;74;458.62;0.0;Fabricacion;N/A
1806;2022-09-23;Venta;PROD-004;Tarjeta Gráfica Pro;-21;0.0;346.05;Venta;EducaTech
1807;2022-09-23;Compra;PROD-003;Tarjeta Gráfica Eco;278;86.27;0.0;Compra;TechSupplies Inc.
1808;2022-09-23;Compra;PROD-003;Tarjeta Gráfica Eco;108;84.78;0.0;Compra;VisionParts
1809;2022-09-23;Venta;PROD-008;Batería Larga Duración;-16;0.0;94.09;Venta;CorpTech Solutions
1810;2022-09-23;Venta;PROD-007;SSD 1TB;-33;0.0;129.58;Venta;CorpTech Solutions
1811;2022-09-23;Compra;PROD-005;Procesador Gama;150;120.32;0.0;Compra;TechSupplies Inc.
1812;2022-09-23;Produccion;PROD-001;Portátil Z1;45;251.36;0.0;Fabricacion;N/A
1813;2022-09-24;Venta;PROD-008;Batería Larga Duración;-8;0.0;94.62;Venta;Global Office
1814;2022-09-24;Compra;PROD-003;Tarjeta Gráfica Eco;177;85.09;0.0;Compra;PowerCell Co.
1815;2022-09-24;Compra;PROD-003;Tarjeta Gráfica Eco;171;84.49;0.0;Compra;VisionParts
1816;2022-09-24;Compra;PROD-005;Procesador Gama;299;120.07;0.0;Compra;Componentes Globales
1817;2022-09-24;Venta;PROD-004;Tarjeta Gráfica Pro;-29;0.0;349.35;Venta;Venta Directa Online
1818;2022-09-24;Venta;PROD-008;Batería Larga Duración;-24;0.0;95.47;Venta;CorpTech Solutions
1819;2022-09-24;Venta;PROD-010;Webcam HD Pro;-39;0.0;59.57;Venta;CorpTech Solutions
1820;2022-09-25;Compra;PROD-004;Tarjeta Gráfica Pro;227;181.26;0.0;Compra;PowerCell Co.
1821;2022-09-25;Venta;PROD-009;Monitor Curvo 27'';-27;0.0;299.96;Venta;Venta Directa Online
1822;2022-09-25;Compra;PROD-008;Batería Larga Duración;50;45.25;0.0;Compra;TechSupplies Inc.
1823;2022-09-25;Compra;PROD-008;Batería Larga Duración;281;44.82;0.0;Compra;VisionParts
1824;2022-09-25;Venta;PROD-004;Tarjeta Gráfica Pro;-10;0.0;352.08;Venta;Global Office
1825;2022-09-25;Venta;PROD-001;Portátil Z1;-20;0.0;502.72;Venta;CorpTech Solutions
1826;2022-09-26;Produccion;PROD-002;Portátil Z1 Pro;65;443.05;0.0;Fabricacion;N/A
1827;2022-09-26;Venta;PROD-001;Portátil Z1;-11;0.0;499.57;Venta;CorpTech Solutions
1828;2022-09-26;Venta;PROD-010;Webcam HD Pro;-15;0.0;59.73;Venta;Venta Directa Online
1829;2022-09-26;Compra;PROD-004;Tarjeta Gráfica Pro;132;180.39;0.0;Compra;TechSupplies Inc.
1830;2022-09-26;Venta;PROD-010;Webcam HD Pro;-19;0.0;59.88;Venta;Global Office
1831;2022-09-26;Venta;PROD-001;Portátil Z1;-33;0.0;497.28;Venta;Global Office
1832;2022-09-26;Venta;PROD-006;SSD 512GB;-11;0.0;79.33;Venta;Global Office
1833;2022-09-27;Compra;PROD-003;Tarjeta Gráfica Eco;233;85.55;0.0;Compra;PowerCell Co.
1834;2022-09-27;Compra;PROD-005;Procesador Gamma;152;118.55;0.0;Compra;PowerCell Co.
1835;2022-09-27;Venta;PROD-004;Tarjeta Gráfica Pro;-13;0.0;351.88;Venta;Venta Directa Online
1836;2022-09-27;Venta;PROD-009;Monitor Curvo 27'';-34;0.0;297.06;Venta;Venta Directa Online
1837;2022-09-27;Venta;PROD-004;Tarjeta Gráfica Pro;-26;0.0;352.6;Venta;PC Gamers World
1838;2022-09-27;Venta;PROD-001;Portátil Z1;-18;0.0;496.5;Venta;CorpTech Solutions
1839;2022-09-27;Compra;PROD-003;Tarjeta Gráfica Eco;200;85.91;0.0;Compra;VisionParts
1840;2022-09-28;Compra;PROD-004;Tarjeta Gráfica Pro;209;179.05;0.0;Compra;VisionParts
1841;2022-09-28;Venta;PROD-003;Tarjeta Gráfica Eco;-33;0.0;159.41;Venta;PC Gamers World
1842;2022-09-28;Compra;PROD-003;Tarjeta Gráfica Eco;230;83.82;0.0;Compra;Componentes Globales
1843;2022-09-28;Venta;PROD-009;Monitor Curvo 27'';-11;0.0;301.33;Venta;CorpTech Solutions
1844;2022-09-28;Venta;PROD-010;Webcam HD Pro;-37;0.0;59.52;Venta;Global Office
1845;2022-09-28;Venta;PROD-004;Tarjeta Gráfica Pro;-20;0.0;352.37;Venta;CorpTech Solutions
1846;2022-09-28;Venta;PROD-002;Portátil Z1 Pro;-11;0.0;892.22;Venta;PC Gamers World
1847;2022-09-29;Venta;PROD-008;Batería Larga Duración;-22;0.0;94.96;Venta;EducaTech
1848;2022-09-29;Venta;PROD-008;Batería Larga Duración;-28;0.0;94.28;Venta;Venta Directa Online
